query_id,sql_text,num_tables,num_joins,num_where,num_agg,num_group_by,num_order_by,rows_scanned,rows_returned,cpu_time_ms,io_read_mb,io_write_mb,concurrent_queries,hour_of_day,day_of_week,energy_joules,timestamp
29,SELECT * FROM customers JOIN products ON 1=1 JOIN orders ON 1=1 JOIN sales ON 1=1 JOIN inventory ON 1=1 WHERE col = val WHERE col = val WHERE col = val WHERE col = val,4,0,4,0,1,0,1639,57,0.0,0.35957035871875415,0.040539667580834896,6,15,0,0.0,2024-01-01 01:41:46.201614744
30,SELECT * FROM orders JOIN products ON 1=1 JOIN customers ON 1=1 JOIN inventory ON 1=1 JOIN sales ON 1=1 WHERE col = val,4,1,1,2,0,0,45857,3966,83.45214282015917,10.055995952215484,2.7321334336505037,1,12,1,8.606527385796642,2024-01-01 01:50:04.347930762
31,SELECT * FROM sales JOIN orders ON 1=1 JOIN inventory ON 1=1 WHERE col = val,2,1,1,2,0,1,531432,34890,1119.375460332052,78.44403469528288,0.930303045590313,5,20,0,169.85424715850758,2024-01-01 01:55:41.923121622
32,SELECT * FROM orders WHERE col = val WHERE col = val WHERE col = val,0,3,3,0,0,0,60735,1321,151.36202728972455,7.739340338475792,0.40299474908830957,5,20,0,35.22540419682454,2024-01-01 02:02:23.883714180
33,SELECT * FROM orders WHERE col = val WHERE col = val,0,1,2,1,2,0,69097,3260,136.50863175893764,7.796560527493559,1.816367099811142,8,14,5,35.516062777025624,2024-01-01 02:09:40.980847110
34,SELECT * FROM inventory JOIN products ON 1=1 JOIN sales ON 1=1 WHERE col = val,2,2,1,1,2,0,226383,2196,510.29616052195666,32.108615851620655,2.9153368399898305,3,20,4,75.25758727234819,2024-01-01 02:11:43.564052202
35,SELECT * FROM inventory JOIN sales ON 1=1 JOIN products ON 1=1 WHERE col = val WHERE col = val,2,0,2,0,0,0,82695,4346,93.26438310402469,14.35985799522345,0.40148182128496557,5,18,1,1.1529662690745361,2024-01-01 02:12:14.964231426
36,SELECT * FROM sales JOIN products ON 1=1 JOIN customers ON 1=1 WHERE col = val WHERE col = val,2,1,2,2,2,0,24433,2203,66.05795545292956,7.981199351491166,2.5090181982097888,4,1,5,16.6804224702206,2024-01-01 02:17:35.544165780
37,SELECT * FROM orders JOIN sales ON 1=1 WHERE col = val WHERE col = val,1,1,2,1,0,0,3299,15,0.0,4.2670733646954595,0.7869814287980704,4,3,2,7.161406436160848,2024-01-01 02:23:07.800468600
38,SELECT * FROM customers JOIN inventory ON 1=1 JOIN sales ON 1=1 JOIN products ON 1=1 JOIN orders ON 1=1,5,1,0,1,0,0,2920188,180395,5263.718107679874,585.5041793744958,0.03389170940313269,3,10,1,895.6333127902632,2024-01-01 02:25:44.336173152
39,SELECT * FROM sales JOIN customers ON 1=1 JOIN orders ON 1=1 JOIN products ON 1=1 JOIN inventory ON 1=1 WHERE col = val WHERE col = val WHERE col = val,4,2,3,0,0,1,182071,4383,378.17885192887104,34.878316527699354,1.5601780895995188,7,9,1,70.20181244609178,2024-01-01 02:30:16.716549132
40,SELECT * FROM inventory WHERE col = val WHERE col = val WHERE col = val WHERE col = val,0,0,4,0,0,0,109381,10833,122.99146114906263,13.084278032952131,0.851234886677782,9,17,0,7.60609623305467,2024-01-01 02:37:36.987971814
41,SELECT * FROM products JOIN customers ON 1=1 WHERE col = val WHERE col = val WHERE col = val WHERE col = val WHERE col = val,1,0,5,0,1,1,178295,1327,188.82041264501842,22.3773818823575,0.7000388337078882,4,10,4,19.015288517740323,2024-01-01 02:39:54.030201570
42,SELECT * FROM customers JOIN products ON 1=1 JOIN sales ON 1=1 WHERE col = val,2,1,1,0,0,1,212456,13196,335.88233182700554,30.982898362019586,0.2915420348365815,7,6,4,63.95142561945599,2024-01-01 02:42:09.413289360
43,SELECT * FROM products JOIN customers ON 1=1 JOIN orders ON 1=1 WHERE col = val WHERE col = val WHERE col = val,2,0,3,0,1,0,123481,3257,124.14835661499865,18.382519125807896,1.428377582500718,7,12,0,11.945173628855928,2024-01-01 02:49:13.277256762
44,SELECT * FROM sales WHERE col = val,0,2,1,0,2,0,39093,3454,77.73742642076806,7.743504966455513,0.3365217092626339,5,2,4,29.666444172349358,2024-01-01 02:51:34.737654438
45,SELECT * FROM orders JOIN sales ON 1=1 JOIN customers ON 1=1 WHERE col = val WHERE col = val WHERE col = val,2,0,3,0,1,1,23180,302,38.87277138741213,4.1405093783862785,0.6378895862983669,4,17,1,16.18917004611016,2024-01-01 02:56:41.962130628
46,SELECT * FROM products JOIN orders ON 1=1 JOIN inventory ON 1=1 WHERE col = val,2,2,1,0,0,0,138700,6032,253.80425033447,21.68623898745602,0.05300953962525793,6,2,2,34.161332446122756,2024-01-01 03:02:01.854268554
47,SELECT * FROM customers JOIN products ON 1=1 JOIN sales ON 1=1 JOIN inventory ON 1=1 WHERE col = val,3,1,1,0,1,0,54767,1059,79.30292478516763,12.68923487938399,0.12350106740898788,6,0,2,15.414973012077235,2024-01-01 03:03:10.972793970
48,SELECT * FROM orders JOIN products ON 1=1 WHERE col = val,1,4,1,0,0,0,65244,5228,187.56832450906322,9.19819296648432,0.27600223041968946,4,15,2,11.876913694023983,2024-01-01 03:21:11.254793292
49,SELECT * FROM orders WHERE col = val WHERE col = val WHERE col = val,0,0,3,0,1,0,125568,4494,125.98595903702439,15.827349122771913,0.4352979026008243,4,6,4,22.16231342013144,2024-01-01 03:26:40.853375604
50,SELECT * FROM inventory JOIN customers ON 1=1 JOIN products ON 1=1 WHERE col = val WHERE col = val WHERE col = val,2,1,3,1,0,0,1023141,19935,1845.8238591129898,145.8416715619125,1.6376040762187345,4,10,3,272.6318437382696,2024-01-01 03:30:39.137389596
51,SELECT * FROM products JOIN sales ON 1=1 JOIN customers ON 1=1 WHERE col = val,2,1,1,0,1,0,9663,704,20.365768054047365,3.508717158405069,0.13779236366098382,8,4,6,5.223482303190201,2024-01-01 03:32:06.966362082
52,SELECT * FROM customers JOIN products ON 1=1 WHERE col = val WHERE col = val,1,0,2,2,1,2,63362,5189,102.16328886421446,10.229867521923762,2.233193699989322,3,22,5,12.738430283073717,2024-01-01 03:32:39.763131498
53,SELECT * FROM products JOIN orders ON 1=1 JOIN customers ON 1=1 JOIN inventory ON 1=1 WHERE col = val WHERE col = val,3,1,2,1,1,0,10229,478,20.136061082184526,5.678411615826213,2.2072037955078336,1,2,0,10.30454589500703,2024-01-01 03:33:54.790251012
54,SELECT * FROM inventory JOIN customers ON 1=1 JOIN sales ON 1=1,2,2,0,1,2,0,59056,2274,145.52111727164154,10.047570931719502,1.706225720528284,4,1,5,33.51966782353242,2024-01-01 03:34:11.669553024
55,SELECT * FROM sales JOIN customers ON 1=1 JOIN products ON 1=1 JOIN inventory ON 1=1 WHERE col = val,3,0,1,2,0,0,3007,191,0.0,7.690570707369853,1.4609326867131398,2,16,6,0.0,2024-01-01 03:40:13.789879974
56,SELECT * FROM orders JOIN sales ON 1=1 JOIN products ON 1=1 WHERE col = val,2,0,1,0,0,0,11609,760,8.16323637302704,10.021398535249805,0.8303458816451956,4,21,3,0.0,2024-01-01 03:44:34.417058052
57,SELECT * FROM orders WHERE col = val WHERE col = val,0,0,2,0,0,1,27260,1810,18.10650777457681,3.8965970098556624,1.0498304995384782,6,10,5,20.55173698695789,2024-01-01 03:45:23.823684252
58,SELECT * FROM products JOIN sales ON 1=1 JOIN customers ON 1=1 WHERE col = val WHERE col = val WHERE col = val,2,0,3,0,0,0,186339,5273,186.20997609316325,26.801513897526767,0.4049529940750145,5,16,5,47.245069893016776,2024-01-01 03:46:04.647445080
59,SELECT * FROM inventory JOIN orders ON 1=1 WHERE col = val WHERE col = val,1,1,2,0,0,1,4064,382,0.0,0.9741860207226178,0.8307905083066452,7,14,0,0.0,2024-01-01 03:46:56.337332922
60,SELECT * FROM products JOIN sales ON 1=1 WHERE col = val WHERE col = val,1,0,2,0,0,0,59082,1307,72.07853027745558,7.689359730874214,0.2733355276834807,8,21,3,4.424606833993684,2024-01-01 03:48:33.572387430
61,SELECT * FROM products JOIN sales ON 1=1 JOIN inventory ON 1=1 JOIN orders ON 1=1 WHERE col = val,3,0,1,2,1,0,35490,1350,64.74188172639906,8.69162839257038,1.1087190884922342,5,18,0,42.2676975934375,2024-01-01 03:50:34.327306842
62,SELECT * FROM customers JOIN orders ON 1=1 WHERE col = val WHERE col = val,1,0,2,0,2,0,277035,8057,267.2158167118101,37.55458486088732,0.027023280491141246,4,18,2,62.15174081416987,2024-01-01 03:50:49.931710110
63,SELECT * FROM orders JOIN customers ON 1=1 JOIN inventory ON 1=1 JOIN sales ON 1=1 JOIN products ON 1=1 WHERE col = val,4,3,1,2,0,1,33628,3133,116.5995091047364,6.250359256176998,3.2246681287266243,3,5,2,15.689554742769431,2024-01-01 03:51:04.240021014
64,SELECT * FROM inventory JOIN orders ON 1=1 JOIN customers ON 1=1,2,1,0,1,0,0,71819,5961,126.61387902804778,10.52082916937023,0.15125409845191912,4,8,1,20.024382842054244,2024-01-01 03:52:21.547583388
65,SELECT * FROM customers WHERE col = val WHERE col = val,0,0,2,1,0,0,20913,1700,20.17596220652159,5.896535881594795,0.32323499758027363,8,4,5,0.0,2024-01-01 03:55:20.821812354
66,SELECT * FROM customers JOIN orders ON 1=1 JOIN inventory ON 1=1 JOIN products ON 1=1 JOIN sales ON 1=1 WHERE col = val,4,1,1,0,0,0,11194,16,20.52744285620414,2.804616116490489,0.19096925224309405,5,8,5,14.051966377532919,2024-01-01 03:58:47.894198376
67,SELECT * FROM customers JOIN orders ON 1=1 JOIN sales ON 1=1 JOIN products ON 1=1 JOIN inventory ON 1=1 WHERE col = val WHERE col = val,5,1,2,1,1,1,23342,1608,25.50417826915672,7.821219193385179,0.12318593102768652,9,4,3,9.356686767121495,2024-01-01 04:02:12.149549298
68,SELECT * FROM inventory JOIN orders ON 1=1 JOIN products ON 1=1 WHERE col = val WHERE col = val WHERE col = val WHERE col = val,2,1,4,0,0,0,14869,353,18.839960199371927,6.977272954693481,1.273945177463594,2,18,0,0.0,2024-01-01 04:04:24.919889658
69,SELECT * FROM inventory WHERE col = val,0,1,1,0,1,0,2248,217,7.101685960321776,1.9883720943820316,1.753840262135215,3,21,2,0.0,2024-01-01 04:13:53.119984422
70,SELECT * FROM inventory WHERE col = val WHERE col = val WHERE col = val WHERE col = val WHERE col = val,0,1,5,2,0,0,403212,21589,864.5707520020526,41.48293065261838,3.0059094730980846,6,6,0,112.09972919646106,2024-01-01 04:18:07.762811225
71,SELECT * FROM sales JOIN orders ON 1=1 WHERE col = val WHERE col = val WHERE col = val,1,0,3,0,2,0,19301,1098,6.574776457657194,4.756864659743258,0.21260307280777294,5,7,5,12.018625416940115,2024-01-01 04:20:07.919516933
72,SELECT * FROM sales JOIN inventory ON 1=1,1,2,0,0,1,0,81191,2946,150.45581668794284,11.106537707041685,0.028410558656846087,5,7,2,23.581044089479192,2024-01-01 04:22:00.768138084
73,SELECT * FROM orders JOIN customers ON 1=1 JOIN sales ON 1=1 WHERE col = val,2,3,1,2,2,0,10055,544,28.76949926099697,2.3516114606091403,0.3029750297591537,4,21,0,0.0,2024-01-01 04:24:20.608671888
74,SELECT * FROM sales JOIN products ON 1=1 JOIN orders ON 1=1 WHERE col = val,2,2,1,0,0,1,49585,3729,95.93559177821143,7.376613075206264,0.7394239835578783,7,20,6,9.771646533629877,2024-01-01 04:25:35.914625070
75,SELECT * FROM sales JOIN inventory ON 1=1 JOIN products ON 1=1 JOIN customers ON 1=1 JOIN orders ON 1=1 WHERE col = val,5,1,1,1,0,0,113007,6399,211.2536877365384,24.654675538982584,0.3368362304229947,6,9,3,41.03740854285667,2024-01-01 04:32:28.104982746
76,SELECT * FROM customers JOIN sales ON 1=1 WHERE col = val WHERE col = val WHERE col = val,1,0,3,1,0,1,37649,2427,64.17335732463124,6.150294944930026,2.2312441528484057,6,3,0,5.085055203133189,2024-01-01 04:34:39.433808988
77,SELECT * FROM products JOIN customers ON 1=1 JOIN sales ON 1=1,2,2,0,0,1,0,12682,605,35.63575910988723,3.3237222277111025,0.9012984989880338,9,10,2,19.709411096276824,2024-01-01 04:37:46.531255122
78,SELECT * FROM orders JOIN inventory ON 1=1 JOIN products ON 1=1 JOIN sales ON 1=1 JOIN customers ON 1=1,4,0,0,2,0,0,133403,9594,209.0317836669591,25.007141594515193,0.40563827996864266,3,10,0,26.07309844962618,2024-01-01 04:38:30.765349806
79,SELECT * FROM sales JOIN orders ON 1=1 WHERE col = val,1,1,1,2,1,0,1631,146,17.939607586490972,1.511036367718152,1.7735839127798383,6,12,6,0.0,2024-01-01 04:39:26.608753218
80,SELECT * FROM products JOIN sales ON 1=1 JOIN customers ON 1=1 WHERE col = val WHERE col = val WHERE col = val,2,2,3,0,1,0,4760,28,8.751611585865678,5.794091943544025,0.2919622795571288,7,19,2,2.086021301293353,2024-01-01 04:47:28.949480328
81,SELECT * FROM customers JOIN sales ON 1=1 WHERE col = val WHERE col = val WHERE col = val WHERE col = val WHERE col = val,1,0,5,0,0,0,31464,365,36.65061227431962,5.538534490226812,0.12100211502509725,7,11,6,12.580582617284474,2024-01-01 04:47:38.780469966
82,SELECT * FROM inventory JOIN customers ON 1=1 JOIN sales ON 1=1 JOIN products ON 1=1 JOIN orders ON 1=1 WHERE col = val WHERE col = val WHERE col = val,4,2,3,1,1,0,1635,112,7.951237988509906,2.1783182764407565,0.8918723697445424,6,7,6,12.690846092751784,2024-01-01 04:48:53.858107830
83,SELECT * FROM orders JOIN inventory ON 1=1 JOIN sales ON 1=1 JOIN products ON 1=1 JOIN customers ON 1=1 WHERE col = val WHERE col = val,5,0,2,1,0,1,14929,573,23.8813839127683,4.0214922980444765,1.8162146103407446,3,13,5,0.0,2024-01-01 04:50:57.082376010
84,SELECT * FROM orders JOIN sales ON 1=1 JOIN customers ON 1=1 WHERE col = val,2,1,1,1,0,0,19550,564,43.928664979218695,5.181160766500406,2.6144677624272132,4,12,5,11.132003156239625,2024-01-01 04:52:10.144567608
85,SELECT * FROM orders JOIN sales ON 1=1 WHERE col = val WHERE col = val WHERE col = val WHERE col = val WHERE col = val,1,1,5,0,1,1,431288,8056,654.988047821256,55.415497600023,0.03026210379281089,4,22,1,108.15977318206617,2024-01-01 04:53:32.590185810
86,SELECT * FROM customers JOIN sales ON 1=1 JOIN orders ON 1=1 JOIN products ON 1=1,3,0,0,0,2,0,13093,755,20.34946577344249,3.0372747003847964,0.27127417933776116,6,12,4,5.727220227381432,2024-01-01 05:12:37.185586824
87,SELECT * FROM products JOIN sales ON 1=1 JOIN inventory ON 1=1 WHERE col = val WHERE col = val,2,0,2,2,1,0,16102,570,20.516908947309517,4.657382580221967,1.3911084392520114,1,3,4,10.554514101380553,2024-01-01 05:15:14.044689726
88,SELECT * FROM inventory JOIN sales ON 1=1 JOIN customers ON 1=1 JOIN products ON 1=1 JOIN orders ON 1=1 WHERE col = val WHERE col = val,5,0,2,0,1,0,3024,155,0.0,2.466227594740163,0.20623808397558618,5,5,3,7.7450334252996464,2024-01-01 05:17:25.691281380
89,SELECT * FROM orders JOIN customers ON 1=1 JOIN products ON 1=1 JOIN sales ON 1=1 JOIN inventory ON 1=1 WHERE col = val WHERE col = val WHERE col = val WHERE col = val,5,0,4,1,2,0,59264,5683,84.48655556517643,12.822068182584777,0.3822322867048594,6,22,6,8.565394657597238,2024-01-01 05:19:04.673979408
90,SELECT * FROM customers JOIN inventory ON 1=1 JOIN products ON 1=1 JOIN orders ON 1=1 JOIN sales ON 1=1 WHERE col = val WHERE col = val WHERE col = val WHERE col = val,5,1,4,2,0,1,60363,4591,130.11015181735866,12.345492517616698,2.21717792180129,7,5,2,12.214970940904266,2024-01-01 05:23:34.929556836
91,SELECT * FROM customers JOIN inventory ON 1=1 WHERE col = val,1,1,1,0,2,1,6842,545,19.04921093977072,2.7325415286846924,0.76279589712573,2,23,3,0.0,2024-01-01 05:27:25.792650234
92,SELECT * FROM orders WHERE col = val WHERE col = val WHERE col = val WHERE col = val,0,2,4,1,0,0,173496,2306,394.41582686701275,19.127848996953873,1.3053459180464786,3,9,5,48.44152507141418,2024-01-01 05:30:31.829701836
93,SELECT * FROM customers JOIN inventory ON 1=1,1,1,0,0,0,0,118006,3914,184.42507311506512,15.385897945022464,1.1439720198230288,1,2,3,37.69135024007136,2024-01-01 05:31:06.412919832
94,SELECT * FROM orders JOIN sales ON 1=1 JOIN customers ON 1=1 WHERE col = val WHERE col = val,2,2,2,2,0,0,20941,241,51.413428472493976,4.770970325144973,1.0239282261267375,4,9,5,14.108006184564545,2024-01-01 05:31:29.176777578
95,SELECT * FROM inventory JOIN orders ON 1=1 WHERE col = val WHERE col = val WHERE col = val,1,0,3,0,0,1,1841,178,0.0,1.7825202604667474,0.7751408404285166,10,17,6,0.0,2024-01-01 05:33:30.827303141
96,SELECT * FROM inventory WHERE col = val WHERE col = val,0,0,2,0,0,0,5292,362,17.028005017243338,1.944061608611145,0.005637442862008014,3,13,0,0.0,2024-01-01 05:38:19.838561622
97,SELECT * FROM inventory JOIN customers ON 1=1 JOIN products ON 1=1 WHERE col = val WHERE col = val WHERE col = val,2,1,3,1,0,1,440105,1278,803.1863921712294,63.117375007515726,4.376409043753144,2,4,4,115.24860895636664,2024-01-01 05:38:32.875471385
98,SELECT * FROM customers JOIN sales ON 1=1 JOIN products ON 1=1 WHERE col = val WHERE col = val,2,1,2,1,0,0,51573,2479,95.01744922112606,10.945814061080315,2.516190802693491,2,6,6,19.494962745655545,2024-01-01 05:45:23.033722428
99,SELECT * FROM inventory JOIN products ON 1=1 WHERE col = val WHERE col = val WHERE col = val WHERE col = val,1,0,4,0,0,0,11168,302,7.703579297507196,2.3197839582383546,0.9205240480694498,4,14,3,0.0,2024-01-01 05:51:04.184351016
100,SELECT * FROM products WHERE col = val WHERE col = val WHERE col = val,0,0,3,0,0,0,222283,12104,221.45287095056378,23.575039021519796,0.4430828707451206,7,3,2,56.652009694125255,2024-01-01 05:51:45.698137116
101,SELECT * FROM orders JOIN products ON 1=1 JOIN customers ON 1=1 JOIN inventory ON 1=1 WHERE col = val WHERE col = val WHERE col = val,3,0,3,0,1,0,31696,592,33.17226549062057,5.746113388941992,0.3928004855066365,4,3,2,13.803900408173199,2024-01-01 05:53:21.161378550
102,SELECT * FROM sales JOIN orders ON 1=1 JOIN products ON 1=1 JOIN inventory ON 1=1 WHERE col = val WHERE col = val,3,1,2,0,0,0,47191,312,66.91108745274634,10.583249471382013,0.08133604288414284,4,12,1,9.357666761998441,2024-01-01 05:53:32.645275014
103,SELECT * FROM sales JOIN products ON 1=1 WHERE col = val,1,1,1,1,0,0,1272186,41975,2293.1540376293165,154.6322830995289,0.05547382571324625,9,17,4,346.25824836769857,2024-01-01 05:53:41.155560822
104,SELECT * FROM customers WHERE col = val WHERE col = val WHERE col = val WHERE col = val WHERE col = val WHERE col = val WHERE col = val,0,0,7,0,0,1,149097,4510,144.0406710352318,16.2755745511031,0.14777434780591384,7,5,3,18.30167874805054,2024-01-01 05:55:18.078768606
105,SELECT * FROM customers WHERE col = val,0,1,1,1,0,0,20094,1446,51.70378157765744,2.9445528213688195,0.16367189785903213,5,16,5,8.327254224601795,2024-01-01 05:56:29.313825198
106,SELECT * FROM sales JOIN customers ON 1=1 JOIN inventory ON 1=1 JOIN products ON 1=1 JOIN orders ON 1=1,4,1,0,2,1,1,80566,3865,149.35867332709165,16.65442467363132,1.2342724721781722,8,21,1,16.005291724618232,2024-01-01 06:01:24.346109694
107,SELECT * FROM orders JOIN products ON 1=1,1,1,0,2,1,0,75503,2253,152.21947321378866,10.092557543230651,0.6064352903988961,2,19,5,20.43399682375436,2024-01-01 06:02:21.642100590
108,SELECT * FROM customers JOIN orders ON 1=1 JOIN sales ON 1=1 JOIN products ON 1=1 WHERE col = val WHERE col = val,3,2,2,1,1,2,181273,10418,424.65781598631406,30.265320211502015,0.49078987615600594,3,13,2,61.90863905320351,2024-01-01 06:06:55.074001878
109,SELECT * FROM orders JOIN sales ON 1=1 JOIN products ON 1=1 JOIN inventory ON 1=1 JOIN customers ON 1=1,4,1,0,0,0,2,9769,78,30.42322512901101,3.1345419434487516,0.013373169785000747,4,5,6,2.1922545748119573,2024-01-01 06:08:00.636177300
110,SELECT * FROM inventory JOIN products ON 1=1 WHERE col = val WHERE col = val WHERE col = val,1,0,3,0,0,0,380748,25347,374.7647323044041,47.77953229272429,0.39772027765961354,7,6,4,56.935267961262554,2024-01-01 06:10:25.546463358
